id,name,dob_m,dob_d,dob_y,height_ft,height_in,position_1,position_2,image
2058,Ely Do Amparo,5,14,1921,,,Defender,Midfielder,
2059,Elzo,1,22,1961,,,Midfielder,,
2060,Achille Emana,6,5,1982,5,10,Forward,,
2061,David Embe,11,13,1973,,,Forward,,
2062,Michael Emenalo,7,14,1965,,,Defender,,
2063,Emmanuel Emenike,5,10,1987,5,11,Forward,,
2064,Emerson,4,4,1976,5,11,Midfielder,,
2065,Brett Emerton,2,22,1979,6,0,Midfielder,,
2066,Lothar Emmerich,11,29,1941,,,Forward,,
2067,Marc Emmers,2,25,1966,,,Defender,Midfielder,
2068,Joseph Enanga,11,18,1956,,,Midfielder,,
2069,Reza Enayati,9,23,1976,5,10,Forward,,
2070,Julio Cesar Enciso,8,5,1974,5,8,Midfielder,,
2071,Yasuhito Endo,1,28,1980,5,10,Midfielder,,
2072,Thomas Enevoldsen,7,27,1987,5,11,Midfielder,,
2073,Bruno Engelmeier,9,5,1927,,,Goalkeeper,,
2074,Stephan Engels,9,6,1960,,,Midfielder,,
2075,Gaetan Englebert,6,11,1976,5,10,Midfielder,,
2076,Leif Engqvist,7,30,1962,,,Midfielder,,
2077,Eyong Enoh,3,23,1986,5,10,Midfielder,,
2078,Edmond Enoka,12,17,1955,,,Defender,,
2079,Hector Enrique,4,26,1962,,,Midfielder,,
2080,Vincent Enyeama,8,29,1982,6,0,Goalkeeper,,
2081,Joel Epalle,2,20,1978,5,6,Midfielder,,
2082,Affo Erassa,2,19,1983,6,2,Midfielder,,
2083,Frickson Erazo,5,5,1988,6,2,Defender,,
2084,Abdullah Ercan,12,8,1971,5,11,Midfielder,,
2085,Arif Erdem,1,2,1972,5,10,Forward,,
2086,Ivan Ergic,1,21,1981,6,0,Midfielder,,
2087,Herbert Erhardt,7,6,1930,,,Defender,,
2088,Christian Eriksen,2,14,1992,5,11,Midfielder,,
2089,John Eriksen,11,20,1957,,,Forward,,
2090,Nils Eriksen,3,5,1911,,,Midfielder,,
2091,Ivar Eriksson,12,25,1909,,,Defender,,
2092,Jan Eriksson,8,24,1967,,,Defender,,
2093,Lars Eriksson,9,21,1965,,,Goalkeeper,,
2094,Leif Eriksson,3,20,1942,,,Midfielder,,
2095,Ingemar Erlandsson,11,16,1957,,,Defender,,
2096,Magnus Erlingmark,7,8,1968,,,Forward,,
2097,Ernesto,7,6,1937,,,Forward,,
2098,Mustafa Erton,4,21,1926,,,Defender,,
2099,Guillermo Escalada,4,24,1936,,,Forward,,
2100,Norbert Eschmann,9,19,1933,,,Forward,,
2101,Andres Escobar,3,13,1967,,,Defender,,
2102,Enzo Escobar,11,10,1951,,,Defender,,
2103,Eusebio Escobar,4,24,2016,,,Forward,,
2104,Donis Escober,2,3,1981,5,10,Goalkeeper,,
2105,Misael Escuti,12,20,1926,,,Goalkeeper,,
2106,Andranik Eskandarian,12,31,1951,,,Defender,,
2107,Miguel Espana,4,4,1961,,,Midfielder,,
2108,Victor Esparrago,10,6,1944,,,Midfielder,,
2109,Cesar Espinoza,4,24,2016,,,Goalkeeper,,
2110,Eduardo Espinoza,4,12,1965,,,Midfielder,,
2111,Giovanny Espinoza,4,12,1977,6,0,Defender,,
2112,Roger Espinoza,10,25,1986,5,10,Forward,,
2113,Karim Essediri,7,29,1979,6,0,Forward,,
2114,Michael Essien,12,3,1982,5,10,Midfielder,,
2115,Fabian Estay,10,5,1968,,,Midfielder,,
2116,Marton Esterhazy,4,9,1956,,,Forward,,
2117,Hamid Estili,4,1,1967,,,Midfielder,,
2118,Andres Estrada,11,12,1967,,,Midfielder,,
2119,Carlos Estrada,11,1,1961,,,Forward,,
2120,Marco Estrada,5,28,1983,5,8,Midfielder,,
2121,Marco Antonio Etcheverry,9,26,1970,,,Midfielder,,
2122,Romildo Etcheverry,1,1,1907,,,Midfielder,,
2123,Kakoko Etepe,11,22,1950,,,Forward,,
2124,Samuel Eto'o,3,10,1981,5,10,Forward,,
2125,Jean-Luc Ettori,7,29,1955,,,Goalkeeper,,
2126,Dickson Etuhu,6,8,1982,6,3,Midfielder,,
2127,Joseba Etxeberria,9,5,1977,5,9,Forward,,
2128,Eulogio Martinez,3,11,1935,,,Forward,,
2129,Eusebio,1,25,1942,,,Forward,,
2130,Alberigo Evani,1,1,1963,,,Midfielder,,
2131,Allan Evans,10,12,1956,,,Defender,,
2132,Bobby Evans,7,16,1927,,,Defender,Midfielder,
2133,Paul Evans,12,28,1973,,,Goalkeeper,,
2134,Juan Evaristo,6,20,1902,,,Midfielder,,
2135,Mario Evaristo,12,10,1908,,,Forward,,
2136,Everaldo,9,11,1944,,,Defender,,
2137,Patrice Evra,5,15,1981,5,7,Defender,,
2138,Alain Eyobo-Makongo,10,17,1961,,,Forward,,
2139,Luis Eyzaguirre,6,22,1939,,,Defender,,
2140,Emeka Ezeugo,12,16,1965,,,Defender,,
2141,Nestor Fabbri,4,29,1968,,,Defender,,
2142,Marco Fabián,7,21,1989,5,6,Midfielder,,
2143,Lukasz Fabianski,4,18,1985,6,2,Goalkeeper,,
2144,Cesc Fabregas,5,4,1987,5,8,Midfielder,,
2145,Giacinto Facchetti,7,18,1942,,,Defender,,
2146,Hector Facundo,11,2,1937,,,Forward,,
2147,Khalilou Fadiga,12,30,1974,6,0,Midfielder,,
2148,Jilali Fadili,1,1,1940,,,Defender,,
2149,Emerse Fae,1,24,1984,5,8,Midfielder,,
2150,Ramon Fagoaga,1,12,1952,,,Defender,,
2151,Fahad Abdulrahman,10,10,1962,,,Midfielder,,
2152,Fahad Khamees,1,24,1962,,,Forward,,
2153,Aziz Fahmy,4,24,2016,,,Goalkeeper,,
2154,Wolfgang Fahrian,5,31,1941,,,Goalkeeper,,
2155,Jehoshua Faigenbaum,12,5,1947,,,Forward,,
2156,Viktor Faizulin,4,22,1986,5,11,Midfielder,,
2157,Naim Fajah,10,1,1957,,,Defender,,
2158,Luis Fajardo,8,18,1963,,,Midfielder,,
2159,Hamza Falatah,10,8,1972,5,10,Forward,,
2160,Falcao,10,16,1953,,,Midfielder,,
2161,Yuri Falin,4,2,1937,,,Forward,,
2162,Rory Fallon,3,20,1982,6,3,Forward,,
2163,Zhiyi Fan,1,22,1970,6,0,Defender,,
2164,Yusuf Faraj,9,20,1958,,,Midfielder,,
2165,Hussein Faraki,4,19,1956,,,Forward,,
2166,Ahmed Faras,1,1,1946,,,Forward,,
2167,Salvador Farfan,6,22,1932,,,Midfielder,,
2168,Arturo Farias,11,1,1927,,,Defender,,
2169,Rogelio Farias,8,13,1949,,,Midfielder,,
2170,Behtash Fariba,2,11,1955,,,Forward,,
2171,Janos Farkas,3,27,1942,,,Forward,,
2172,Pontus Farnerud,6,4,1980,5,10,Midfielder,,
2173,Jackie Fatton,12,19,1925,,,Forward,,
2174,Osvaldo Fattori,6,22,1922,,,Midfielder,,
2175,G. Faulhaber,4,24,2016,,,Midfielder,,
2176,Fausto,1,28,1905,,,Midfielder,,
2177,Abdulrahman Fawzi,8,11,1909,,,Forward,,
2178,Amdy Faye,3,12,1977,6,0,Midfielder,,
2179,Laszlo Fazekas,10,15,1947,,,Forward,,
2180,Fede,5,11,1908,,,Forward,,
2181,Adam Federici,1,31,1985,6,2,Goalkeeper,,
2182,Genrikh Fedosov,12,6,1932,,,Forward,,
2183,Sofiane Feghouli,12,26,1989,5,10,Midfielder,,
2184,Wolfgang Feiersinger,1,30,1965,,,Defender,,
2185,Benny Feilhaber,1,19,1985,5,8,Midfielder,,
2186,Jasmin Fejzic,5,15,1986,6,5,Goalkeeper,,
2187,Iacob Felecan,1,1,1914,,,Defender,,
2188,Felipe Melo,6,26,1983,6,0,Midfielder,,
2189,Felix,12,24,1937,,,Goalkeeper,,
2190,Marouane Fellaini,11,22,1987,6,4,Midfielder,,
2191,Terry Fenwick,11,17,1959,,,Defender,,
2192,Mate Fenyvesi,9,20,1933,,,Forward,,
2193,Leroy Fer,1,5,1990,6,2,Midfielder,,
2194,Les Ferdinand,12,18,1966,,,Forward,,
2195,Rio Ferdinand,11,7,1978,6,2,Defender,,
2196,Ali Fergani,9,21,1952,,,Midfielder,,
2197,Ismail Feridun,4,5,1933,,,Forward,,
2198,Gelson Fernandes,9,2,1986,6,0,Midfielder,,
2199,Alvaro Fernandez,10,11,1985,6,0,Midfielder,,
2200,Angel Fernandez,8,2,1971,5,7,Forward,,
2201,Arturo Fernandez,2,3,1910,,,Defender,,
2202,Augusto Fernández,4,10,1986,5,9,Midfielder,,
2203,Federico Fernández,2,21,1989,6,2,Defender,,
2204,Felix Fernandez,1,11,1967,,,Goalkeeper,,
2205,Gustavo Fernandez,2,16,1952,,,Goalkeeper,,
2206,Jose Fernandez,2,14,1939,,,Defender,,
2207,Juan Gualberto Fernandez,7,12,1941,,,Goalkeeper,,
2208,Lorenzo Fernandez,5,20,1900,,,Midfielder,,
2209,Luis Fernandez,10,2,1959,,,Midfielder,,
2210,Matias Fernandez,5,15,1986,5,9,Midfielder,,
2211,Rene Fernandez,1,1,1906,,,Forward,,
2212,Roberto Fernandez,7,9,1954,,,Goalkeeper,,
2213,Sebastian Fernandez,5,23,1985,5,5,Forward,,
2214,Tomas Fernandez,1,1,1915,,,Midfielder,,
2215,Fernandinho,5,4,1985,5,9,Midfielder,,
2216,Fernando,9,11,1965,,,Midfielder,,
2217,Fernando Fernando Couto,8,2,1969,6,0,Defender,,
2218,Fernando Giudicelli,3,1,1906,,,Midfielder,,
2219,Fernando Meira,6,5,1978,6,3,Defender,,
2220,Willie Fernie,11,22,1928,,,Forward,,
2221,Ugo Ferrante,7,18,1945,,,Defender,,
2222,Ciro Ferrara,2,11,1967,5,11,Defender,,
2223,Giovanni Ferrari,12,6,1907,,,Midfielder,,
2224,Rino Ferrario,12,7,1926,,,Midfielder,,
2225,Attilio Ferraris,3,26,1904,,,Midfielder,,
2226,Pietro Ferraris,2,15,1912,,,Forward,,
2227,Buenaventura Ferreira,7,14,1960,,,Midfielder,,
2228,Manuel Ferreira,10,22,1905,,,Forward,,
2229,Oscar Ferreiro,4,25,1935,,,Defender,,
2230,Leonardo Ferrel,7,7,1923,,,Midfielder,,
2231,Albert Ferrer,6,6,1970,,,Defender,,
2232,Pedro Ferrer,1,1,1908,,,Forward,,
2233,Jean-Marc Ferreri,12,26,1962,,,Midfielder,,
2234,Riccardo Ferri,8,20,1963,,,Defender,,
2235,Giorgio Ferrini,8,18,1939,,,Midfielder,,
2236,Gilbert Fesselet,4,16,1928,,,Midfielder,,
2237,Festa,7,21,1939,,,Defender,,
2238,Ioannis Fetfatzidis,12,21,1990,5,4,Midfielder,,
2239,Loïc Feudjou,4,14,1992,5,11,Goalkeeper,,
2240,Jiri Feureisl,10,3,1931,,,Forward,,
2241,Herbert Feurer,1,14,1954,,,Goalkeeper,,
2242,Roger Feutmba,10,31,1965,,,Midfielder,,
2243,Jan Fiala,5,19,1956,,,Defender,,
2244,Jean Pierre Fiala Fiala,4,22,1969,,,Midfielder,,
2245,Klaus Fichtel,11,19,1944,,,Defender,,
2246,Fidelis,3,13,1944,,,Defender,,
2247,Peter Fieber,5,16,1964,,,Defender,,
2248,Bill Fiedler,1,10,1910,,,Midfielder,,
2249,Gonzalo Fierro,3,21,1983,5,7,Midfielder,,
2250,Jean Fievez,11,30,1910,,,Forward,,
2251,Figueiredo,11,28,1972,5,6,Midfielder,,
2252,Elias Figueroa,10,25,1946,,,Defender,,
2253,Jose Figueroa,12,15,1959,,,Forward,,
2254,Maynor Figueroa,5,2,1983,5,11,Defender,,
2255,Suad Filekovic,9,16,1978,6,2,Defender,,
2256,Alexander Filimonov,10,15,1973,6,3,Goalkeeper,,
2257,Iulian Filipescu,3,29,1974,,,Defender,,
2258,Ubaldo Fillol,7,21,1950,,,Goalkeeper,,
2259,Robbie Findley,8,4,1985,5,8,Forward,,
2260,Steve Finnan,4,20,1976,6,0,Defender,,
2261,Thomas Finney,11,6,1952,,,Midfielder,,
2262,Tom Finney,4,5,1922,,,Forward,,
2263,Vladimir Firm,1,1,1923,,,Defender,,
2264,Andrzej Fischer,1,15,1952,,,Goalkeeper,,
2265,Klaus Fischer,12,27,1949,,,Forward,,
2266,Mark Fish,3,14,1974,6,1,Defender,,
2267,Jan Fjortoft,1,10,1967,,,Forward,,
2268,Salvador Flamenco Cabezas,2,28,1947,,,Forward,,
2269,Flavio,12,30,1979,5,8,Forward,,
2270,Robert Fleck,8,11,1965,,,Forward,,
2271,Antonin Flesar,5,8,1944,,,Goalkeeper,,
2272,Havard Flo,4,4,1970,,,Forward,,
2273,Jostein Flo,10,3,1964,,,Forward,,
2274,Tore Andre Flo,6,15,1973,,,Forward,,
2275,Heinz Flohe,1,28,1948,,,Midfielder,,
2276,Diego Florentin,4,24,2016,,,Midfielder,,
2277,Antonio Flores,7,13,1923,,,Midfielder,,
2278,Francisco Flores,2,12,1926,,,Midfielder,,
2279,Ignacio Flores,7,31,1953,,,Defender,,
2280,Luis Flores,8,8,1962,,,Forward,,
2281,Miguel Flores,4,24,2016,,,Defender,,
2282,Roger Flores,5,26,1959,,,Defender,,
2283,Salvador Flores,1,1,1906,,,Defender,,
2284,Tom Florie,9,6,1897,,,Forward,,
2285,Ron Flowers,7,28,1934,,,Midfielder,,
2286,Tim Flowers,2,3,1967,,,Goalkeeper,,
2287,Marcel Flueckiger,9,20,1929,,,Defender,,
2288,Marc-Vivien Foe,5,1,1975,6,4,Midfielder,,
2289,Bernd Foerster,5,3,1956,,,Defender,,
2290,Karl-Heinz Foerster,7,25,1958,,,Defender,,
2291,Romano Fogli,1,21,1938,,,Midfielder,,
2292,Sergei Fokin,7,26,1961,,,Defender,,
2293,Alfredo Foni,1,20,1911,,,Defender,,
2294,Daniel Fonseca,9,13,1969,,,Forward,,
2295,Danny Fonseca,11,7,1979,5,10,Midfielder,,
2296,Jose Fonseca,10,2,1979,6,0,Forward,,
2297,Rolando Fonseca,8,6,1974,5,10,Forward,,
2298,Just Fontaine,8,18,1933,,,Forward,,
2299,Fontana,12,31,1940,,,Defender,,
2300,Dagoberto Fontes,6,6,1943,,,Forward,,
2301,Donald Ford,10,25,1944,,,Midfielder,,
2302,Diego Forlan,5,19,1979,5,11,Forward,,
2303,Pablo Forlan,7,14,1945,,,Defender,,
2304,Richmond Forson,5,23,1980,5,10,Forward,,
2305,Fraser Forster,3,17,1988,6,7,Goalkeeper,,
2306,Tom Forsyth,1,23,1949,,,Defender,,
2307,Fortes,9,9,1901,,,Midfielder,,
2308,Quinton Fortune,5,21,1977,5,11,Midfielder,,
2309,Ben Foster,4,3,1983,6,3,Goalkeeper,,
2310,Steve Foster,9,24,1957,,,Defender,,
2311,Alberto Fouilloux,11,22,1940,,,Midfielder,,
2312,Sebastien Fournier,6,27,1971,,,Midfielder,,
2313,Robbie Fowler,4,9,1975,5,9,Forward,,
2314,Henk Fraeser,7,7,1966,,,Defender,,
2315,Javier Fragoso,4,19,1942,,,Forward,,
2316,Enzo Francescoli,11,12,1961,5,11,Midfielder,,
2317,Henry Francillon,5,26,1946,,,Goalkeeper,,
2318,Trevor Francis,4,19,1954,,,Forward,,
2319,Waylon Francis,9,20,1990,5,9,Defender,,
2320,Francisco,11,1,1962,,,Midfielder,,
2321,Francisco Rodrigues,6,27,1925,,,Forward,,
2322,Guillermo Franco,11,3,1976,5,11,Forward,,
2323,Juan Carlos Franco,4,17,1973,5,10,Defender,,
2324,Leonardo Franco,5,20,1977,6,2,Goalkeeper,,
2325,Guy Francois,9,18,1947,,,Midfielder,,
2326,Per Frandsen,2,6,1970,,,Midfielder,,
2327,Ivan Franjic,9,10,1987,5,10,Defender,,
2328,Bernd Franke,2,12,1948,,,Goalkeeper,,
2329,Odd Frantzen,1,20,1913,,,Forward,,
2330,Friederich Franzl,3,6,1905,,,Goalkeeper,,
2331,Frechaut,9,24,1977,6,0,Defender,,
2332,Fred,10,3,1983,6,0,Forward,,
2333,Frederico,4,6,1957,,,Defender,,
2334,Alexander Frei,7,15,1979,5,10,Forward,,
2335,Hector Freschi,5,22,1911,,,Goalkeeper,,
2336,Steffen Freund,1,19,1970,,,Midfielder,,
2337,Friaca,10,20,1924,,,Forward,,
2338,Ernst Frick,4,24,2016,,,Midfielder,,
2339,Brad Friedel,5,18,1971,6,3,Goalkeeper,,
2340,Hans-Peter Friedlaender,11,6,1920,,,Forward,,
2341,Zoltan Friedmanszky,10,22,1934,,,Forward,,
2342,Arne Friedrich,5,29,1979,6,0,Defender,,
2343,Werner Friese,3,30,1946,,,Goalkeeper,,
2344,Alessandro Frigerio,11,15,1914,,,Forward,,
2345,Roberto Frigerio,11,16,1938,,,Forward,,
2346,Amleto Frignani,3,5,1932,,,Forward,,
2347,Per Frimann,6,4,1962,,,Midfielder,,
2348,Torsten Frings,11,22,1976,5,11,Midfielder,,
2349,Joachim Fritsche,10,28,1951,,,Defender,,
2350,Ivo Frosio,4,27,1930,,,Midfielder,,
2351,Erwin Fuchsbichler,3,27,1952,,,Goalkeeper,,
2352,Jorge Fucile,11,19,1984,5,9,Defender,,
2353,Ismael Fuentes,8,4,1981,5,11,Defender,,
2354,Nicolas Fuentes,12,20,1941,,,Defender,,
2355,Ronald Fuentes,6,22,1969,,,Defender,,
2356,José Fuenzalida,2,22,1985,5,6,Midfielder,,
2357,Hans-Ruedi Fuhrer,12,24,1937,,,Defender,,
2358,Takashi Fukunishi,9,1,1976,5,11,Midfielder,,
2359,Ferenc Fulop,2,22,1955,,,Midfielder,,
2360,Zeffiro Furiassi,1,19,1923,,,Defender,,
2361,Giuseppe Furino,7,5,1946,,,Midfielder,,
2362,Jan Furtok,3,9,1962,,,Forward,,
2363,Jose Maria Fuste,4,15,1941,,,Forward,,
2364,Gyula Futo,12,29,1908,,,Defender,,
2365,Futre,2,28,1966,,,Forward,,
2366,Reuben Gabriel,9,25,1990,6,4,Midfielder,,
2367,Gabriel Alonso,11,9,1923,,,Defender,,
2368,Francisco Gabriel De Anda,6,5,1971,6,2,Defender,,
2369,Louis Gabrillargues,6,16,1914,,,Midfielder,,
2370,Hassan Gabsi,2,23,1974,5,7,Midfielder,,
2371,Robert Gadocha,1,10,1946,,,Forward,,
2372,Joe Gaetjens,3,19,1924,,,Forward,,
2373,Boris Gaganelov,10,7,1941,,,Defender,,
2374,Fernando Gago,5,10,1986,5,9,Midfielder,,
2375,Milko Gaidarski,3,18,1946,,,Defender,,
2376,Kazimir Gajdos,3,28,1934,,,Forward,,
2377,Sasa Gajser,2,11,1974,5,10,Midfielder,,
2378,Tomas Galasek,1,15,1973,5,10,Midfielder,,
2379,Alberto Galateo,1,1,1913,,,Forward,,
2380,Constantin Galca,3,8,1972,,,Midfielder,,
2381,Giuseppe Galderisi,3,22,1963,,,Forward,,
2382,Antoni Galecki,6,4,1906,,,Defender,,
2383,Eugene Galekovic,6,12,1981,6,1,Goalkeeper,,
2384,Dimitri Galiamin,1,8,1963,,,Defender,,
2385,Marinko Galic,4,22,1970,5,8,Defender,,
2386,Milan Galic,3,8,1938,,,Forward,,
2387,Benjamin Galindo,12,11,1960,,,Midfielder,,
2388,Mario Galindo,8,10,1951,,,Defender,,
2389,Placido Galindo,3,9,1902,,,Midfielder,,
2390,Kevin Gallacher,11,23,1966,,,Forward,,
2391,Jimmy Gallagher,6,7,1901,,,Midfielder,,
2392,Alberto Gallardo,11,28,1940,,,Forward,,
2393,Marcelo Gallardo,1,18,1976,5,6,Midfielder,,
2394,William Gallas,8,17,1977,5,11,Defender,,
2395,Gallego,3,4,1944,,,Midfielder,,
2396,Americo Gallego,4,25,1955,,,Midfielder,,
2397,Ricardo Gallego,2,8,1959,,,Midfielder,,
2398,Carlo Galli,3,6,1931,,,Forward,,
2399,Giovanni Galli,4,29,1958,,,Goalkeeper,,
2400,Luis Galvan,2,24,1948,,,Defender,,
2401,Ruben Galvan,4,7,1952,,,Defender,,
2402,Carlos Gamarra,2,17,1971,5,10,Defender,,
2403,Rodolfo Gamarra,12,10,1988,5,6,Forward,,
2404,Schubert Gambetta,4,14,1920,,,Defender,,
2405,Cristian Gamboa,10,24,1989,5,8,Defender,,
2406,Delio Gamboa,1,28,1936,,,Forward,,
2407,Miguel Gamboa,6,21,1951,,,Forward,,
2408,Seweryn Gancarczyk,11,22,1981,5,11,Defender,,
2409,Yao Gao,7,13,1977,6,0,Midfielder,,
2410,Lounes Gaouaoui,9,28,1977,6,2,Goalkeeper,,
2411,Imre Garaba,7,29,1958,,,Defender,,
2412,Garay,9,10,1930,,,Midfielder,,
2413,Ezequiel Garay,10,10,1986,6,2,Defender,,
2414,Ariel Garce,7,14,1979,5,8,Defender,,
2415,Tranquilino Garcete,1,1,1907,,,Midfielder,,
2416,Domingo Garcia,1,1,1904,,,Midfielder,,
2417,Juan Carlos García,3,8,1988,6,2,Defender,,
2418,Luis Garcia,6,24,1978,5,9,Forward,,
2419,Luis Garcia,6,1,1969,,,Forward,,
2420,Oscar Boniek Garcia,9,4,1984,5,9,Defender,,
2421,Pablo Garcia,5,11,1977,6,1,Midfielder,,
2422,Rafael Garcia,8,14,1974,5,8,Midfielder,,
2423,Richard Garcia,9,4,1981,5,10,Forward,,
2424,Rolando Garcia,12,15,1942,,,Defender,,
2425,Alberto Garcia Aspe,5,11,1967,5,8,Midfielder,,
2426,Ingvar Gard,10,6,1921,,,Midfielder,,
2427,Gino Gardassanich,11,26,1922,,,Goalkeeper,,
2428,Ricardo Gardner,9,25,1978,,,Defender,,
2429,Walter Gargano,7,23,1984,5,6,Midfielder,,
2430,Luis Garisto,12,3,1945,,,Defender,,
2431,Oscar Garre,12,9,1956,,,Defender,,
2432,Lizardo Garrido,8,25,1957,,,Defender,,
2433,Luis Garrido,11,5,1990,5,6,Midfielder,,
2434,Garrincha,10,28,1933,,,Forward,,
2435,Francisco Garza Gutierrez,3,14,1904,,,Defender,,
2436,Rafael Garza Gutierrez,12,13,1896,,,Defender,,
2437,Paul Gascoigne,5,27,1967,,,Midfielder,,
2438,Khaled Gasmi,4,8,1953,,,Midfielder,,
2439,Hugo Gastulo,1,9,1958,,,Defender,,
2440,Hugo Gatti,8,19,1944,,,Goalkeeper,,
2441,Gennaro Gattuso,1,9,1978,5,9,Midfielder,,
2442,Josef Gauchel,9,11,1916,,,Forward,,
2443,Maurizio Gaudino,12,12,1966,,,Midfielder,,
2444,Diego Gavilan,3,1,1980,5,9,Midfielder,,
2445,Manuel Gavilan,1,1,1921,,,Defender,,
2446,Herman Gaviria,11,27,1969,,,Midfielder,,
2447,Goran Gavrancic,8,2,1978,6,3,Defender,,
2448,Mario Gavranovic,11,24,1989,5,8,Forward,,
2449,Yuri Gavrilov,5,3,1953,,,Midfielder,,
2450,Siboniso Gaxa,4,6,1984,5,10,Defender,,
2451,Marcus Gayle,9,27,1970,,,Forward,,
2452,Roberto Gayon,1,1,1905,,,Forward,,
2453,Sylvain Gbohouo,10,29,1988,,,Goalkeeper,,
2454,Istvan Geczi,6,13,1944,,,Goalkeeper,,
2455,Ruud Geels,7,28,1948,,,Forward,,
2456,Charles Geerts,10,29,1930,,,Goalkeeper,,
2457,Alain Geiger,11,5,1960,,,Defender,,
2458,Theofanis Gekas,5,23,1980,5,10,Forward,,
2459,Jozsef Gelei,6,29,1938,,,Goalkeeper,,
2460,Sandor Geller,7,12,1925,,,Goalkeeper,,
2461,Rudolf Gellesch,5,1,1914,,,Forward,,
2462,Archie Gemmill,3,24,1947,,,Midfielder,,
2463,Scot Gemmill,1,2,1971,,,Midfielder,,
2464,Boncho Genchev,7,7,1964,,,Midfielder,,
2465,Bernard Genghini,1,18,1958,,,Midfielder,,
2466,Mario Genta,3,1,1912,,,Midfielder,,
2467,Claudio Gentile,9,27,1953,,,Defender,,
2468,Jim Gentle,7,21,1904,,,Forward,,
2469,Francisco Gento,10,21,1933,,,Forward,,
2470,Finidi George,4,15,1971,6,1,Forward,Midfielder,
2471,Georgi Georgiev,10,10,1963,,,Midfielder,,
2472,Geremi,12,20,1978,5,10,Defender,,
2473,Eric Gerets,5,18,1954,,,Defender,,
2474,Germano,3,14,1911,,,Goalkeeper,,
2475,Germano,1,18,1933,,,Defender,,
2476,Leopold Gernaey,2,25,1927,,,Goalkeeper,,
2477,Steven Gerrard,5,30,1980,6,0,Midfielder,,
2478,Gerson,1,11,1941,,,Midfielder,,
2479,Gervinho,5,27,1987,5,10,Forward,,
2480,Alvaro Gestido,5,17,1907,,,Midfielder,,
2481,Viktor Getmanov,5,4,1940,,,Defender,,
2482,Plamen Getov,3,4,1959,,,Midfielder,,
2483,Mahjoub Ghazouani,1,1,1948,,,Forward,,
2484,Vasile Gherghely,10,28,1941,,,Midfielder,,
2485,Ali Reza Gheshghaian,2,27,1954,,,Defender,,
2486,Abdelkader Ghezzal,12,5,1984,6,1,Forward,,
2487,Giorgio Ghezzi,7,10,1930,,,Goalkeeper,,
2488,Alcides Ghiggia,12,22,1926,,,Forward,,
2489,Nabil Ghilas,4,20,1990,6,0,Forward,,
2490,Kais Ghodhbane,1,7,1976,6,0,Midfielder,,
2491,Nejib Ghommidh,3,12,1953,,,Midfielder,,
2492,Reza Ghoochanneijhad,9,20,1987,5,10,Forward,,
2493,Faouzi Ghoulam,2,1,1991,6,1,Defender,,
2494,Giovanni Giacomazzi,1,18,1928,,,Defender,,
2495,Lazare Gianessi,11,9,1925,,,Defender,,
2496,Giuseppe Giannini,8,20,1964,,,Midfielder,,
2497,Edmund Giemsa,10,16,1912,,,Defender,,
2498,Willy Giesemann,9,2,1937,,,Midfielder,,
2499,Karl Giesser,10,29,1928,,,Midfielder,,
2500,Andre Pierre Gignac,12,5,1985,6,1,Forward,,
2501,Gil,12,24,1950,,,Forward,,
2502,Alberto Gilardino,7,5,1982,6,0,Forward,,
2503,Gilberto Melo,4,25,1976,5,10,Defender,,
2504,Gilberto Silva,10,7,1976,6,2,Midfielder,,
2505,Gary Gillespie,7,5,1960,,,Defender,,
2506,Hans Gillhaus,11,5,1963,,,Forward,,
2507,Gilmar,8,22,1930,,,Goalkeeper,,
2508,Gilmar Rinaldi,1,13,1959,,,Goalkeeper,,
2509,José María Giménez,1,20,1995,6,0,Defender,,
2510,Gosho Ginchev,2,2,1969,,,Defender,,
2511,Luis Gini,4,24,2016,,,Defender,,
2512,Matthias Ginter,1,19,1994,6,1,Defender,,
2513,Giovanni,2,4,1972,,,Midfielder,,
2514,Attilio Giovannini,7,30,1924,,,Defender,,
2515,Rene Girard,4,4,1954,,,Midfielder,,
2516,Alain Giresse,9,2,1952,,,Midfielder,,
2517,Olivier Giroud,9,30,1986,6,3,Midfielder,,
2518,Ricardo Giusti,12,11,1956,,,Midfielder,,
2519,Shay Given,4,20,1976,6,1,Goalkeeper,,
2520,Gael Givet,10,9,1981,5,11,Defender,,
2521,Piotr Giza,2,28,1980,5,10,Midfielder,,
2522,Jesus Glaria,1,2,1942,,,Midfielder,,
2523,Ruben Glaria,3,10,1948,,,Defender,,
2524,Gerald Glatzmayer,12,13,1968,,,Midfielder,,
2525,Cornell Glen,10,21,1980,5,8,Forward,,
2526,Leon Glovacki,2,19,1928,,,Forward,,
2527,Arkadiusz Glowacki,3,13,1979,6,1,Defender,,
2528,Denis Glushakov,1,27,1987,5,11,Midfielder,,
2529,Panagiotis Glykos,10,10,1986,6,1,Goalkeeper,,
2530,Gerard Gnanhouan,2,12,1979,5,11,Goalkeeper,,
2531,Louis Gobet,10,28,1908,,,Defender,,
2532,Diego Godin,2,16,1986,6,0,Defender,,
2533,Adan Godoy,11,26,1936,,,Goalkeeper,,
2534,Benedicto Godoy,4,24,2016,,,Forward,,
2535,Steve Gohouri,2,8,1981,6,1,Defender,,
2536,Goikoetxea,8,23,1956,6,0,Defender,,
2537,Goikoetxea,10,21,1965,,,Midfielder,,
